ambient_temperature,humidity,dissolved_oxygen,electrical_conductivity,ph_level,temperature
32.903175588034415,66.9647778470092,7.714681055537593,10.217948917366863,6.484327967136365,28.0659509202454
34.33210173998874,62.95358856762845,7.129465600503995,10.200903087233677,6.94389759288526,29.3489263803681
35.52513122558594,61.973063151041664,6.554303835510708,10.196619111908689,6.685880099166105,30.333333333333332
30.772316672585227,78.31567181043388,9.132981598333968,11.12541712265697,5.430351210177874,26.52617079889807
30.977994678879597,77.66797812000266,9.262066223532392,11.206942100133416,5.369605176089993,26.932835820895523
31.602280466180098,76.1986019736842,7.928272075092193,9.110261447832363,7.111680485866451,27.5
31.781089089133523,75.1193968717717,7.982162420283835,9.923648795587528,7.063888004142472,27.512396694214875
33.72419125565859,70.42769672714661,8.824187131349042,10.257502525254926,5.53370341583835,29.30841121495327
36.7501651539522,63.005514705882355,8.335803710851476,8.666783321086772,7.313871322700817,30.647058823529413
37.8784550847234,60.23136173282658,7.539395657906247,8.857773006196641,6.662593628110868,32.468468468468465
38.572845458984375,56.19146173650568,7.03898892300949,8.019862604843349,6.780769151965907,33.29545454545455
30.996627807617188,77.47690242572422,8.119265694272428,9.580596417947623,6.816695702528013,26.79014598540146
29.463780877048983,78.75477609458876,8.425044675608813,9.271239041950258,7.258423657171778,25.833588957055216
29.602630193332374,77.93547224522369,7.82965489878737,8.925282620442777,7.605766963811854,26.547619047619047
30.752722356737273,73.88459825024162,7.99664427222672,9.029903729075412,7.19726340589559,27.02319587628866
31.421393177991995,71.67022330629314,8.177765989284884,9.417534569398695,6.887838394648458,27.392638036809817
32.809267205707094,65.72197912654083,8.457431397998013,10.128736145505288,6.249256757765708,28.478428351309706
34.86454625283518,57.91228263608871,8.210435160225655,10.022436001385008,6.112103499167558,29.746774193548386
38.657073974609375,53.18353826349432,6.104380960876401,8.533371390383136,6.294670846394984,34.45454545454545
38.959554036458336,54.514341001157405,5.689445161766709,9.58484084608006,7.8341054599788,33.48148148148148
36.656772452341,60.00183535293794,5.8060545506578425,9.420295682347984,8.069055192094643,32.08450704225352
36.31783416088531,60.67191912757858,5.871700223631518,9.615374654924551,7.975997516862357,31.652259332023576
31.049933776228823,73.89273202884368,6.9595042483871135,9.926175359312197,7.604689703302316,27.573921971252567
30.070608408173168,75.13304166267254,7.228185644811667,9.863435834047523,7.585385236528861,26
30.374678510674684,74.68912385392665,7.862290272121033,9.96421883069122,7.037043614875181,26.386328725038403
30.76207047801907,72.54842749362,7.590758903993494,11.187592533335845,7.436890304356867,27.217257318952235
31.211259300142874,70.83379248236868,7.535594991469656,10.5746191866079,7.250546123901508,28.603112840466927
38.563575744628906,55.767822265625,7.572912352879708,6.223627274149891,5.673794230335813,30.40625
38.01908198091173,55.92502449795962,6.701081744731128,6.025628942337072,6.713824780218203,32.5893470790378
36.35976025390625,60.371025390625,7.293093594859395,6.511412418037388,6.528654496281274,30.7584
34.575864698066084,65.0941942558914,7.374936620130011,6.608214447485348,7.429408808935291,26.95655737704918
31.422955791766828,73.4136211688702,7.113262317765548,6.509686221110657,8.442268684662183,25.948461538461537
30.070512481548818,79.67269592753937,7.165314155358735,6.600710181107547,8.322171434387625,26.45084485407066
30.330413348858173,78.1368408203125,7.623160886904492,6.970109818666104,7.611752570170419,26.733846153846155
31.01356265419408,75.82930715460526,7.552632222438987,7.05308173812417,7.255091752369431,27.18
33.879654982994346,73.5089532260237,7.6050508807463535,8.715915086566657,6.532875972426231,29.58189655172414
